text	labels	0	1	2
orange leafs	001	000000000000000000000000000000000000000000000000000000000001000010010001000010	000000000000000000000000000000000000000000000000000000000001000010001001000010	000000000000000000000000000000000000000000000000000000000001000010010001000010
orange feathers	001	100010101010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000
orange leafs	001	000000000000000000000000000000000000000000000000000000000010000010000011001000	000000000000000000000000000000000000000000000000000000000010000010001001001000	000000000000000000000000000000000000000000000000000000000010000010010001001000
orange stem, orange middle	001	000000000000000000000000000000000000000000100110011001100100000000000000000000	000000000000000000000000000000000000000001000110011001100100000000000000000000	000000000000000000000000000000000000000010000110011001100100000000000000000000
purple stripes, no whiskers, all white	001	000000000000000000000000000010011000101100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000
has no white	001	001100101010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000
green stem and dots, and blue leafs	001	000000000000000000000000000000000000000000000000000000000000100011000001010000	000000000000000000000000000000000000000000000000000000000001000011000001000001	000000000000000000000000000000000000000000000000000000000001000011000001010000
white wing, the rest of the feathers are orange	001	001010101010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000	001010110010000000000000000000000000000000000000000000000000000000000000000000
pink steam , orange petals	001	000000000000000000000000000000000000000000100110010001010100000000000000000000	000000000000000000000000000000000000000000100111000001100100000000000000000000	000000000000000000000000000000000000000000100111000001010100000000000000000000
pink, white, green	001	000000000000000000000000000000000000000000000000000000000000000110100001001000	000000000000000000000000000000000000000000000000000000000000010010100001000100	000000000000000000000000000000000000000000000000000000000000000110100001000100
pink stripes	001	000000000000000000000000000010011000011100000000000000000000000000000000000000	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000010011000101100000000000000000000000000000000000000
white and orange	001	000000000000000000000000000010010010101100000000000000000000000000000000000000	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000010010010011100000000000000000000000000000000000000
The one with white dots	001	000000000000000000000000000000000000000000000000000000000000100011000001100000	000000000000000000000000000000000000000000000000000000000000010011000001100000	000000000000000000000000000000000000000000000000000000000000000111000001100000
the one with orange hair, all of it	001	100010101010000000000000000000000000000000000000000000000000000000000000000000	100010101010000000000000000000000000000000000000000000000000000000000000000000	100010110010000000000000000000000000000000000000000000000000000000000000000000
the one with white dot in the middle and purple around	001	000000000000000000000000000000000000000000100010010101001100000000000000000000	000000000000000000000000000000000000000001000010100101001100000000000000000000	000000000000000000000000000000000000000000100010100101001100000000000000000000
The one with only orange piece of hair it's the one with no tail and one piece of orange hair	001	001001101010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000
only one purple fin and no white fang	001	000000000000000000000000000010010100101100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000
